ID,label,condition,diff,p.adj,threshhold,fraction
AT2G30920, coenzyme Q 3 ,clp1s,0.200672226,0.816781033,FALSE,Soluble Proteins
AT2G16460, coiled-coil 90B-like protein (DUF1640) ,clp1p,-0.298017204,0.799651812,FALSE,Membrane Proteins
AT2G16460, coiled-coil 90B-like protein (DUF1640) ,clp1s,-0.002112262,0.786766029,FALSE,Soluble Proteins
AT3G62810, complex 1 family protein / LVR family protein ,clp1p,0.012794254,0.879217172,FALSE,Membrane Proteins
AT3G62810, complex 1 family protein / LVR family protein ,clp1s,-0.028090619,0.745893011,FALSE,Soluble Proteins
AT3G17300, COMPLEX 1 LYR-like protein ,clp1p,1.1533152,0.328865608,FALSE,Membrane Proteins
AT3G17300, COMPLEX 1 LYR-like protein ,clp1s,0.269873912,0.739048897,FALSE,Soluble Proteins
AT3G19508, complex 1 protein,clp1p,-0.613983306,0.51103125,FALSE,Membrane Proteins
AT3G19508, complex 1 protein,clp1s,-0.229877576,0.764421336,FALSE,Soluble Proteins
AT2G42490, Copper amine oxidase family protein ,clp1p,-0.058874051,0.678359905,FALSE,Membrane Proteins
AT2G42490, Copper amine oxidase family protein ,clp1s,0.01992559,0.860804478,FALSE,Soluble Proteins
AT2G27730, copper ion binding protein ,clp1p,0.360988101,0.835149488,FALSE,Membrane Proteins
AT2G27730, copper ion binding protein ,clp1s,-0.141060856,0.866947744,FALSE,Soluble Proteins
AT4G05400, copper ion binding protein ,clp1p,0.35588008,0.410323101,FALSE,Membrane Proteins
AT4G05400, copper ion binding protein ,clp1s,0.238797059,0.457949556,FALSE,Soluble Proteins
AT4G12340, copper ion binding protein ,clp1p,0.347304944,0.840643827,FALSE,Membrane Proteins
AT4G12340, copper ion binding protein ,clp1s,1.456665469,0.327238453,FALSE,Soluble Proteins
AT1G08830, copper/zinc superoxide dismutase 1 ,clp1p,-0.375944715,0.799928108,FALSE,Membrane Proteins
AT1G08830, copper/zinc superoxide dismutase 1 ,clp1s,0.249179058,0.805574238,FALSE,Soluble Proteins
AT2G28190, copper/zinc superoxide dismutase 2 ,clp1p,-0.162098561,0.837976372,FALSE,Membrane Proteins
AT2G28190, copper/zinc superoxide dismutase 2 ,clp1s,0.242687193,0.724651264,FALSE,Soluble Proteins
AT4G23760, Cox19-like CHCH family protein ,clp1p,0.120688413,0.852119979,FALSE,Membrane Proteins
AT4G23760, Cox19-like CHCH family protein ,clp1s,0.150544785,0.827533257,FALSE,Soluble Proteins
AT5G18800, Cox19-like CHCH family protein ,clp1p,-0.058677703,0.857477414,FALSE,Membrane Proteins
AT5G18800, Cox19-like CHCH family protein ,clp1s,-0.062024063,0.861433891,FALSE,Soluble Proteins
AT1G09794, Cox19 family protein (CHCH motif) ,clp1p,-0.260505303,0.789219223,FALSE,Membrane Proteins
AT1G09794, Cox19 family protein (CHCH motif) ,clp1s,-0.275307016,0.757650215,FALSE,Soluble Proteins
AT4G01150, CURVATURE THYLAKOID 1A-like protein ,clp1p,-0.358129211,0.812276023,FALSE,Membrane Proteins
AT4G01150, CURVATURE THYLAKOID 1A-like protein ,clp1s,-0.261170759,0.806954569,FALSE,Soluble Proteins
AT5G10860, Cystathionine beta-synthase (CBS) family protein ,clp1p,0.160864424,0.809497499,FALSE,Membrane Proteins
AT5G10860, Cystathionine beta-synthase (CBS) family protein ,clp1s,0.394331052,0.296910966,FALSE,Soluble Proteins
AT3G61440, cysteine synthase C1 ,clp1p,-0.339147346,0.342026626,FALSE,Membrane Proteins
AT3G61440, cysteine synthase C1 ,clp1s,-0.44224132,0.037539985,FALSE,Soluble Proteins
AT5G53560, cytochrome B5 isoform E ,clp1p,-0.350209707,0.676431213,FALSE,Membrane Proteins
AT5G53560, cytochrome B5 isoform E ,clp1s,-0.308704441,0.685896971,FALSE,Soluble Proteins
AT4G32470, Cytochrome bd ubiquinol oxidase,clp1p,-0.138268552,0.869390827,FALSE,Membrane Proteins
AT4G32470, Cytochrome bd ubiquinol oxidase,clp1s,0.254611759,0.84354032,FALSE,Soluble Proteins
AT1G22840, CYTOCHROME C-1 ,clp1p,-0.844879912,0.758291772,FALSE,Membrane Proteins
AT1G22840, CYTOCHROME C-1 ,clp1s,0.120265034,0.780687871,FALSE,Soluble Proteins
AT4G37830, cytochrome c oxidase-like protein ,clp1p,-0.061910105,0.845151753,FALSE,Membrane Proteins
AT4G37830, cytochrome c oxidase-like protein ,clp1s,-0.43604165,0.650899914,FALSE,Soluble Proteins
AT1G22450, cytochrome C oxidase 6B ,clp1p,-1.185442871,0.127741674,FALSE,Membrane Proteins
AT1G22450, cytochrome C oxidase 6B ,clp1s,-0.111501546,0.750500952,FALSE,Soluble Proteins
AT1G02410, cytochrome c oxidase assembly protein CtaG / Cox11 family ,clp1p,0.179052364,0.833928259,FALSE,Membrane Proteins
AT1G02410, cytochrome c oxidase assembly protein CtaG / Cox11 family ,clp1s,-0.045296233,0.851366802,FALSE,Soluble Proteins
AT1G53030, Cytochrome C oxidase copper chaperone (COX17) ,clp1p,0.75892663,0.625451239,FALSE,Membrane Proteins
AT1G53030, Cytochrome C oxidase copper chaperone (COX17) ,clp1s,-0.262676475,0.79008656,FALSE,Soluble Proteins
AT3G62400, cytochrome C oxidase subunit ,clp1p,-0.102708189,0.866348283,FALSE,Membrane Proteins
AT3G62400, cytochrome C oxidase subunit ,clp1s,0.336872021,0.764532239,FALSE,Soluble Proteins
AT5G58005, Cytochrome c oxidase,clp1p,0.252552849,0.754039861,FALSE,Membrane Proteins
AT5G58005, Cytochrome c oxidase,clp1s,0.223509406,0.800780708,FALSE,Soluble Proteins
AT3G27240, Cytochrome C1 family ,clp1p,-2.331990665,0.074050422,FALSE,Membrane Proteins
AT3G27240, Cytochrome C1 family ,clp1s,0.009768966,0.871384723,FALSE,Soluble Proteins
AT5G40810, Cytochrome C1 family ,clp1p,-0.925713337,0.549822856,FALSE,Membrane Proteins
AT5G40810, Cytochrome C1 family ,clp1s,-0.064765626,0.868940502,FALSE,Soluble Proteins
AT1G65930, cytosolic NADP+-dependent isocitrate dehydrogenase ,clp1p,-0.352018265,0.729426534,FALSE,Membrane Proteins
AT1G65930, cytosolic NADP+-dependent isocitrate dehydrogenase ,clp1s,-0.738672313,0.411751412,FALSE,Soluble Proteins
AT4G34200, D-3-phosphoglycerate dehydrogenase ,clp1p,-0.112674144,0.792021824,FALSE,Membrane Proteins
AT4G34200, D-3-phosphoglycerate dehydrogenase ,clp1s,0.066251702,0.714454866,FALSE,Soluble Proteins
AT1G48420, D-cysteine desulfhydrase ,clp1p,-0.467515236,0.72851835,FALSE,Membrane Proteins
AT1G48420, D-cysteine desulfhydrase ,clp1s,-0.086097367,0.85781325,FALSE,Soluble Proteins
AT1G76180, Dehydrin family protein ,clp1p,-0.181018997,0.83952672,FALSE,Membrane Proteins
AT1G76180, Dehydrin family protein ,clp1s,0.033311297,0.861957183,FALSE,Soluble Proteins
AT5G13450, delta subunit of Mt ATP synthase ,clp1p,-1.651442173,0.371850139,FALSE,Membrane Proteins
AT5G13450, delta subunit of Mt ATP synthase ,clp1s,0.023557207,0.876518075,FALSE,Soluble Proteins
AT1G54220, Dihydrolipoamide acetyltransferase,clp1p,-0.110267531,0.811181626,FALSE,Membrane Proteins
AT1G54220, Dihydrolipoamide acetyltransferase,clp1s,-0.300500285,0.198361202,FALSE,Soluble Proteins
AT3G13930, Dihydrolipoamide acetyltransferase,clp1p,-0.125941081,0.749949482,FALSE,Membrane Proteins
AT3G13930, Dihydrolipoamide acetyltransferase,clp1s,-0.342773693,0.071201165,FALSE,Soluble Proteins
AT3G52200, Dihydrolipoamide acetyltransferase,clp1p,-0.158394495,0.716642589,FALSE,Membrane Proteins
AT3G52200, Dihydrolipoamide acetyltransferase,clp1s,-0.318513215,0.090641438,FALSE,Soluble Proteins
AT5G55070, Dihydrolipoamide succinyltransferase ,clp1p,-0.067417365,0.839996896,FALSE,Membrane Proteins
AT5G55070, Dihydrolipoamide succinyltransferase ,clp1s,-0.152138753,0.634610743,FALSE,Soluble Proteins
AT4G26910, Dihydrolipoamide succinyltransferase ,clp1p,0.02340182,0.850517514,FALSE,Membrane Proteins
AT4G26910, Dihydrolipoamide succinyltransferase ,clp1s,-0.207935629,0.447200686,FALSE,Soluble Proteins
AT4G30000, Dihydropterin pyrophosphokinase / Dihydropteroate synthase ,clp1p,-0.133361581,0.836727576,FALSE,Membrane Proteins
AT4G30000, Dihydropterin pyrophosphokinase / Dihydropteroate synthase ,clp1s,0.262152779,0.535474671,FALSE,Soluble Proteins
AT3G10690, DNA GYRASE A ,clp1p,-0.415770968,0.811360525,FALSE,Membrane Proteins
AT3G10690, DNA GYRASE A ,clp1s,-0.202800724,0.733326479,FALSE,Soluble Proteins
AT3G10270, DNA gyrase subunit B ,clp1p,0.019009462,0.823396876,FALSE,Membrane Proteins
AT3G10270, DNA gyrase subunit B ,clp1s,-0.289033595,0.794844627,FALSE,Soluble Proteins
AT3G15950, DNA topoisomerase-like protein ,clp1p,-0.496414127,0.770303816,FALSE,Membrane Proteins
AT3G15950, DNA topoisomerase-like protein ,clp1s,-0.603115468,0.571236492,FALSE,Soluble Proteins
AT4G31210, DNA topoisomerase,clp1p,0.219968749,0.843085059,FALSE,Membrane Proteins
AT4G31210, DNA topoisomerase,clp1s,0.470564673,0.617147003,FALSE,Soluble Proteins
AT2G35720, DNAJ heat shock N-terminal domain-containing protein ,clp1p,-0.280071037,0.843170304,FALSE,Membrane Proteins
AT2G35720, DNAJ heat shock N-terminal domain-containing protein ,clp1s,0.105996323,0.819527073,FALSE,Soluble Proteins
AT5G25940, early nodulin-like protein ,clp1p,-0.242986352,0.789648581,FALSE,Membrane Proteins
AT5G25940, early nodulin-like protein ,clp1s,0.036273675,0.868248047,FALSE,Soluble Proteins
AT1G50940, electron transfer flavoprotein alpha ,clp1p,-0.164881278,0.85396813,FALSE,Membrane Proteins
AT1G50940, electron transfer flavoprotein alpha ,clp1s,-0.432203626,0.693311822,FALSE,Soluble Proteins
AT5G43430, electron transfer flavoprotein beta ,clp1p,-0.26098202,0.496867889,FALSE,Membrane Proteins
AT5G43430, electron transfer flavoprotein beta ,clp1s,-0.331947387,0.800574619,FALSE,Soluble Proteins
AT3G08950, electron transport SCO1/SenC family protein ,clp1p,-0.142933184,0.833154112,FALSE,Membrane Proteins
AT3G08950, electron transport SCO1/SenC family protein ,clp1s,-0.028697331,0.87140116,FALSE,Soluble Proteins
AT2G31060,EMBRYO DEFECTIVE 2785,clp1p,0.469515877,0.241558054,FALSE,Membrane Proteins
AT2G31060,EMBRYO DEFECTIVE 2785,clp1s,0.677810039,8.43E-04,TRUE,Soluble Proteins
AT1G14670, Endomembrane protein 70 protein family ,clp1p,-0.278336605,0.833220741,FALSE,Membrane Proteins
AT1G14670, Endomembrane protein 70 protein family ,clp1s,-0.458894688,0.698931491,FALSE,Soluble Proteins
AT1G74030, enolase 1 ,clp1p,-0.347413775,0.794486033,FALSE,Membrane Proteins
AT1G74030, enolase 1 ,clp1s,-0.506768162,0.594690319,FALSE,Soluble Proteins
AT1G76150, enoyl-CoA hydratase 2 ,clp1p,-0.053833349,0.833161886,FALSE,Membrane Proteins
AT1G76150, enoyl-CoA hydratase 2 ,clp1s,-0.055727098,0.849684416,FALSE,Soluble Proteins
AT4G16210, enoyl-CoA hydratase/isomerase A ,clp1p,-0.043230734,0.869074933,FALSE,Membrane Proteins
AT4G16210, enoyl-CoA hydratase/isomerase A ,clp1s,0.343924935,0.752348636,FALSE,Soluble Proteins
AT1G60550, enoyl-CoA hydratase/isomerase D ,clp1p,0.371531444,0.734812618,FALSE,Membrane Proteins
AT1G60550, enoyl-CoA hydratase/isomerase D ,clp1s,0.219935495,0.820190526,FALSE,Soluble Proteins
AT4G29010, Enoyl-CoA hydratase/isomerase family ,clp1p,-0.568703871,0.508621333,FALSE,Membrane Proteins
AT4G29010, Enoyl-CoA hydratase/isomerase family ,clp1s,0.069700468,0.858830015,FALSE,Soluble Proteins
AT3G13920, eukaryotic translation initiation factor 4A1 ,clp1p,-0.162686612,0.847605488,FALSE,Membrane Proteins
AT3G13920, eukaryotic translation initiation factor 4A1 ,clp1s,-0.057253216,0.85998189,FALSE,Soluble Proteins
AT4G20150, excitatory amino acid transporter ,clp1p,-0.096579771,0.807418516,FALSE,Membrane Proteins
AT4G20150, excitatory amino acid transporter ,clp1s,-0.344893417,0.675448256,FALSE,Soluble Proteins
AT4G25315, Expressed protein ,clp1p,-0.030492688,0.854244108,FALSE,Membrane Proteins
AT4G25315, Expressed protein ,clp1s,0.069853969,0.830802592,FALSE,Soluble Proteins
AT5G04750, F1F0-ATPase inhibitor protein ,clp1p,-0.478012843,0.833341789,FALSE,Membrane Proteins
AT5G04750, F1F0-ATPase inhibitor protein ,clp1s,0.553409935,0.772697449,FALSE,Soluble Proteins
AT3G10370, FAD-dependent oxidoreductase family protein ,clp1p,-0.113795845,0.811096729,FALSE,Membrane Proteins
AT3G10370, FAD-dependent oxidoreductase family protein ,clp1s,-0.084891264,0.838046021,FALSE,Soluble Proteins
AT4G36400, FAD-linked oxidases family protein ,clp1p,-0.131203777,0.847510849,FALSE,Membrane Proteins
AT4G36400, FAD-linked oxidases family protein ,clp1s,-0.415335047,0.472596581,FALSE,Soluble Proteins
AT5G06580, FAD-linked oxidases family protein ,clp1p,-1.118074679,0.531868051,FALSE,Membrane Proteins
AT5G06580, FAD-linked oxidases family protein ,clp1s,0.222655967,0.82080941,FALSE,Soluble Proteins
AT5G20080, FAD/NAD(P)-binding oxidoreductase ,clp1p,-0.695601409,0.04134369,FALSE,Membrane Proteins
AT5G20080, FAD/NAD(P)-binding oxidoreductase ,clp1s,-0.079430973,0.803751479,FALSE,Soluble Proteins
AT3G24200, FAD/NAD(P)-binding oxidoreductase family protein ,clp1p,0.168650252,0.795539645,FALSE,Membrane Proteins
AT3G24200, FAD/NAD(P)-binding oxidoreductase family protein ,clp1s,-0.055456182,0.838558032,FALSE,Soluble Proteins
AT5G49555, FAD/NAD(P)-binding oxidoreductase family protein ,clp1p,-0.422125471,0.795298395,FALSE,Membrane Proteins
AT5G49555, FAD/NAD(P)-binding oxidoreductase family protein ,clp1s,-0.363961519,0.766797608,FALSE,Soluble Proteins
AT2G31725, FAM136A-like protein (DUF842) ,clp1p,-0.551951213,0.366829259,FALSE,Membrane Proteins
AT2G31725, FAM136A-like protein (DUF842) ,clp1s,-0.058821412,0.843394928,FALSE,Soluble Proteins
AT3G07568, fanconi anemia group D2 protein ,clp1p,-0.458741604,0.753621228,FALSE,Membrane Proteins
AT3G07568, fanconi anemia group D2 protein ,clp1s,0.050293316,0.720246256,FALSE,Soluble Proteins
AT4G25100, Fe superoxide dismutase 1 ,clp1p,0.27328427,0.851110585,FALSE,Membrane Proteins
AT4G25100, Fe superoxide dismutase 1 ,clp1s,-0.05543702,0.874523525,FALSE,Soluble Proteins
AT2G27510, ferredoxin 3 ,clp1p,-0.14876681,0.862248204,FALSE,Membrane Proteins
AT2G27510, ferredoxin 3 ,clp1s,-0.273123291,0.639980326,FALSE,Soluble Proteins
AT5G22350, fission ELM1-like protein (DUF1022) ,clp1p,-0.413276486,0.759960714,FALSE,Membrane Proteins
AT5G22350, fission ELM1-like protein (DUF1022) ,clp1s,0.206299537,0.600675446,FALSE,Soluble Proteins
AT5G14780, formate dehydrogenase ,clp1p,-0.299911595,0.529490157,FALSE,Membrane Proteins
AT5G14780, formate dehydrogenase ,clp1s,-0.515321739,0.03858275,FALSE,Soluble Proteins
AT4G38970, fructose-bisphosphate aldolase 2 ,clp1p,-0.717067177,0.713919996,FALSE,Membrane Proteins
AT4G38970, fructose-bisphosphate aldolase 2 ,clp1s,-0.516240441,0.726725705,FALSE,Soluble Proteins
AT2G29080, FTSH protease 3 ,clp1p,-0.270599392,0.811001335,FALSE,Membrane Proteins
AT2G29080, FTSH protease 3 ,clp1s,-0.408730342,0.738326269,FALSE,Soluble Proteins
AT2G26140, FTSH protease 4 ,clp1p,0.293539417,0.785878071,FALSE,Membrane Proteins
AT2G26140, FTSH protease 4 ,clp1s,-0.172028599,0.805145822,FALSE,Soluble Proteins
AT2G47510, fumarase 1 ,clp1p,-0.291016345,0.446394697,FALSE,Membrane Proteins
AT2G47510, fumarase 1 ,clp1s,-0.242544552,0.34606567,FALSE,Soluble Proteins
AT5G08060, furry ,clp1p,-0.360626563,0.793675582,FALSE,Membrane Proteins
AT5G08060, furry ,clp1s,-0.26582949,0.808587418,FALSE,Soluble Proteins
AT5G48030,GAMETOPHYTIC FACTOR 2,clp1p,1.826438293,0.041312496,FALSE,Membrane Proteins
AT5G48030,GAMETOPHYTIC FACTOR 2,clp1s,1.329353393,0.016150972,TRUE,Soluble Proteins
AT1G19580, gamma carbonic anhydrase 1 ,clp1p,-0.855487004,0.523081605,FALSE,Membrane Proteins
AT1G19580, gamma carbonic anhydrase 1 ,clp1s,0.018120279,0.875616628,FALSE,Soluble Proteins
AT1G47260, gamma carbonic anhydrase 2 ,clp1p,-1.962404457,0.359887425,FALSE,Membrane Proteins
AT1G47260, gamma carbonic anhydrase 2 ,clp1s,-0.080074016,0.869856747,FALSE,Soluble Proteins
AT5G66510, gamma carbonic anhydrase 3 ,clp1p,-2.012322064,0.138581446,FALSE,Membrane Proteins
AT5G66510, gamma carbonic anhydrase 3 ,clp1s,-0.216351611,0.839651683,FALSE,Soluble Proteins
AT5G63510, gamma carbonic anhydrase like 1 ,clp1p,-0.914730616,0.441527676,FALSE,Membrane Proteins
AT5G63510, gamma carbonic anhydrase like 1 ,clp1s,0.020145266,0.875585668,FALSE,Soluble Proteins
AT2G33040, gamma subunit of Mt ATP synthase ,clp1p,1.778867217,0.266882304,FALSE,Membrane Proteins
AT2G33040, gamma subunit of Mt ATP synthase ,clp1s,0.40747719,0.739982488,FALSE,Soluble Proteins
AT1G14060, GCK domain-containing protein ,clp1p,-0.325406012,0.559970979,FALSE,Membrane Proteins
AT1G14060, GCK domain-containing protein ,clp1s,0.138577741,0.742285186,FALSE,Soluble Proteins
AT3G14210, GDSL-like lipase/acylhydrolase superfamily protein ,clp1p,-2.370329078,0.531858711,FALSE,Membrane Proteins
AT3G14210, GDSL-like lipase/acylhydrolase superfamily protein ,clp1s,0.015437643,0.872024686,FALSE,Soluble Proteins
AT1G54000, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1p,-0.268832442,0.67851143,FALSE,Membrane Proteins
AT1G54000, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1s,-0.834031179,0.124264652,FALSE,Soluble Proteins
AT1G54010, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1p,-1.694000649,0.395344251,FALSE,Membrane Proteins
AT1G54010, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1s,-0.415975397,0.80515446,FALSE,Soluble Proteins
AT1G54030, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1p,-0.411371128,0.759417474,FALSE,Membrane Proteins
AT1G54030, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1s,0.017591993,0.862938498,FALSE,Soluble Proteins
AT3G14220, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1p,-0.951588372,0.714988035,FALSE,Membrane Proteins
AT3G14220, GDSL-like Lipase/Acylhydrolase superfamily protein ,clp1s,-0.047819366,0.82836497,FALSE,Soluble Proteins
AT2G34630, geranyl diphosphate synthase 1 ,clp1p,0.876619163,0.637469561,FALSE,Membrane Proteins
AT2G34630, geranyl diphosphate synthase 1 ,clp1s,1.62095162,0.120343298,FALSE,Soluble Proteins
AT1G48520, GLU-ADT subunit B ,clp1p,0.240264589,0.834886509,FALSE,Membrane Proteins
AT1G48520, GLU-ADT subunit B ,clp1s,-0.121530523,0.857483254,FALSE,Soluble Proteins
AT1G24280, glucose-6-phosphate dehydrogenase 3 ,clp1p,-0.1937784,0.840949667,FALSE,Membrane Proteins
AT1G24280, glucose-6-phosphate dehydrogenase 3 ,clp1s,-0.449137171,0.621021196,FALSE,Soluble Proteins
AT5G63570, glutamate-1-semialdehyde-2,clp1p,-0.833314271,0.557844059,FALSE,Membrane Proteins
AT5G63570, glutamate-1-semialdehyde-2,clp1s,0.10204451,0.672881878,FALSE,Soluble Proteins
AT4G23100, glutamate-cysteine ligase ,clp1p,-0.999558256,0.419492605,FALSE,Membrane Proteins
AT4G23100, glutamate-cysteine ligase ,clp1s,-0.420557218,0.710229558,FALSE,Soluble Proteins
AT5G07440, glutamate dehydrogenase 2 ,clp1p,0.203570077,0.739118646,FALSE,Membrane Proteins
AT5G07440, glutamate dehydrogenase 2 ,clp1s,-0.844012108,0.114653588,FALSE,Soluble Proteins
AT2G41220, glutamate synthase 2 ,clp1p,-0.180057837,0.820008459,FALSE,Membrane Proteins
AT2G41220, glutamate synthase 2 ,clp1s,-0.115882245,0.789889223,FALSE,Soluble Proteins
AT1G23310, glutamate:glyoxylate aminotransferase ,clp1p,-0.309525562,0.719177337,FALSE,Membrane Proteins
AT1G23310, glutamate:glyoxylate aminotransferase ,clp1s,-0.03511143,0.839218057,FALSE,Soluble Proteins
AT1G10270,GLUTAMINE-RICH PROTEIN 23,clp1p,1.418231991,0.087626213,FALSE,Membrane Proteins
AT1G10270,GLUTAMINE-RICH PROTEIN 23,clp1s,2.268693841,5.27E-07,TRUE,Soluble Proteins
AT5G35630, glutamine synthetase 2 ,clp1p,-0.42467575,0.735121154,FALSE,Membrane Proteins
AT5G35630, glutamine synthetase 2 ,clp1s,0.01275134,0.773248808,FALSE,Soluble Proteins
AT3G15660, glutaredoxin 4 ,clp1p,0.123181224,0.784043798,FALSE,Membrane Proteins
AT3G15660, glutaredoxin 4 ,clp1s,0.198513173,0.453018977,FALSE,Soluble Proteins
AT4G11600, glutathione peroxidase 6 ,clp1p,-0.152203392,0.848394181,FALSE,Membrane Proteins
AT4G11600, glutathione peroxidase 6 ,clp1s,-0.519751725,0.548650638,FALSE,Soluble Proteins
AT5G42150, Glutathione S-transferase family protein ,clp1p,-0.378029817,0.815852257,FALSE,Membrane Proteins
AT5G42150, Glutathione S-transferase family protein ,clp1s,0.006965494,0.877590686,FALSE,Soluble Proteins
AT4G19880, Glutathione S-transferase family protein ,clp1p,-0.299695701,0.765469188,FALSE,Membrane Proteins
AT4G19880, Glutathione S-transferase family protein ,clp1s,-0.630600364,0.359668004,FALSE,Soluble Proteins
AT4G02520, glutathione S-transferase PHI 2 ,clp1p,-0.421142292,0.664859809,FALSE,Membrane Proteins
AT4G02520, glutathione S-transferase PHI 2 ,clp1s,-0.428591412,0.593959975,FALSE,Soluble Proteins
AT5G41210, glutathione S-transferase THETA 1 ,clp1p,-0.538607411,0.738869121,FALSE,Membrane Proteins
AT5G41210, glutathione S-transferase THETA 1 ,clp1s,-0.001203001,0.857731726,FALSE,Soluble Proteins
AT1G42970, glyceraldehyde-3-phosphate dehydrogenase B subunit ,clp1p,-0.755023736,0.591327453,FALSE,Membrane Proteins
AT1G42970, glyceraldehyde-3-phosphate dehydrogenase B subunit ,clp1s,0.406779459,0.482970027,FALSE,Soluble Proteins
AT1G13440, glyceraldehyde-3-phosphate dehydrogenase C2 ,clp1p,-1.935448914,0.284119109,FALSE,Membrane Proteins
AT1G13440, glyceraldehyde-3-phosphate dehydrogenase C2 ,clp1s,-0.104871941,0.866422983,FALSE,Soluble Proteins
AT2G05520, glycine-rich protein 3 ,clp1p,-0.427184392,0.787794568,FALSE,Membrane Proteins
AT2G05520, glycine-rich protein 3 ,clp1s,-0.673225919,0.555458736,FALSE,Soluble Proteins
AT2G05380, glycine-rich protein 3 short isoform ,clp1p,-0.094568877,0.851118275,FALSE,Membrane Proteins
AT2G05380, glycine-rich protein 3 short isoform ,clp1s,0.218308026,0.781437356,FALSE,Soluble Proteins
AT4G13850, glycine-rich RNA-binding protein 2 ,clp1p,0.161565827,0.771115615,FALSE,Membrane Proteins
AT4G13850, glycine-rich RNA-binding protein 2 ,clp1s,0.260253343,0.486510339,FALSE,Soluble Proteins
AT5G61030, glycine-rich RNA-binding protein 3 ,clp1p,0.347472829,0.820258456,FALSE,Membrane Proteins
AT5G61030, glycine-rich RNA-binding protein 3 ,clp1s,2.018656897,0.034095331,FALSE,Soluble Proteins
AT1G74230, glycine-rich RNA-binding protein 5 ,clp1p,1.325471005,0.684094153,FALSE,Membrane Proteins
AT1G74230, glycine-rich RNA-binding protein 5 ,clp1s,2.075424331,0.243530656,FALSE,Soluble Proteins
AT1G11860, Glycine cleavage T-protein family ,clp1p,-0.385395342,0.265048111,FALSE,Membrane Proteins
AT1G11860, Glycine cleavage T-protein family ,clp1s,-0.284665045,0.216169692,FALSE,Soluble Proteins
AT4G12130, Glycine cleavage T-protein family ,clp1p,-0.258667476,0.799652465,FALSE,Membrane Proteins
AT4G12130, Glycine cleavage T-protein family ,clp1s,0.342575503,0.642616155,FALSE,Soluble Proteins
AT2G35370, glycine decarboxylase complex H ,clp1p,-0.590873175,0.320073217,FALSE,Membrane Proteins
AT2G35370, glycine decarboxylase complex H ,clp1s,-0.0088644,0.8614751,FALSE,Soluble Proteins
AT4G33010, glycine decarboxylase P-protein 1 ,clp1p,0.449545779,0.205746113,FALSE,Membrane Proteins
AT4G33010, glycine decarboxylase P-protein 1 ,clp1s,0.413142872,0.041003388,FALSE,Soluble Proteins
AT2G26080, glycine decarboxylase P-protein 2 ,clp1p,0.571292279,0.123049531,FALSE,Membrane Proteins
AT2G26080, glycine decarboxylase P-protein 2 ,clp1s,0.490655958,0.036769775,FALSE,Soluble Proteins
AT1G66270, Glycosyl hydrolase superfamily protein ,clp1p,0.089959745,0.864437569,FALSE,Membrane Proteins
AT1G66270, Glycosyl hydrolase superfamily protein ,clp1s,-0.585665943,0.393763004,FALSE,Soluble Proteins
AT1G66280, Glycosyl hydrolase superfamily protein ,clp1p,0.137168462,0.743901158,FALSE,Membrane Proteins
AT1G66280, Glycosyl hydrolase superfamily protein ,clp1s,-0.51930375,0.51345971,FALSE,Soluble Proteins
AT3G09260, Glycosyl hydrolase superfamily protein ,clp1p,-3.000668845,0.463146483,FALSE,Membrane Proteins
AT3G09260, Glycosyl hydrolase superfamily protein ,clp1s,-0.008269614,0.877249409,FALSE,Soluble Proteins
AT2G33220, GRIM-19 protein ,clp1p,-0.775063068,0.662761173,FALSE,Membrane Proteins
AT2G33220, GRIM-19 protein ,clp1s,-0.07905825,0.867142563,FALSE,Soluble Proteins
AT1G23100, GroES-like family protein ,clp1p,-0.253794782,0.675919604,FALSE,Membrane Proteins
AT1G23100, GroES-like family protein ,clp1s,0.17891581,0.708763358,FALSE,Soluble Proteins
AT3G15090, GroES-like zinc-binding alcohol dehydrogenase family protein ,clp1p,-0.912738425,0.314245585,FALSE,Membrane Proteins
AT3G15090, GroES-like zinc-binding alcohol dehydrogenase family protein ,clp1s,-0.112287175,0.844116302,FALSE,Soluble Proteins
AT3G56460, GroES-like zinc-binding alcohol dehydrogenase family protein ,clp1p,-0.186268748,0.724863826,FALSE,Membrane Proteins
AT3G56460, GroES-like zinc-binding alcohol dehydrogenase family protein ,clp1s,0.106848187,0.766712442,FALSE,Soluble Proteins
AT5G63620, GroES-like zinc-binding alcohol dehydrogenase family protein ,clp1p,-0.34071125,0.819194458,FALSE,Membrane Proteins
AT5G63620, GroES-like zinc-binding alcohol dehydrogenase family protein ,clp1s,-1.660326713,0.385832638,FALSE,Soluble Proteins
AT5G43940, GroES-like zinc-binding dehydrogenase family protein ,clp1p,-1.559705923,0.656683672,FALSE,Membrane Proteins
AT5G43940, GroES-like zinc-binding dehydrogenase family protein ,clp1s,0.071025185,0.87320163,FALSE,Soluble Proteins
AT1G30960, GTP-binding family protein ,clp1p,0.243864702,0.737611152,FALSE,Membrane Proteins
